Source,Target,WeightLand,Menschen,1610
Deutschland,Menschen,1520
Deutschland,Land,1168
Menschen,deutschen,1150
Ende,Menschen,1058
Menschen,Türkei,921
Menschen,Zeit,920
Land,deutschen,876
Deutschland,deutschen,833
Ende,Land,805
Menschen,Welt,782
Deutschland,Ende,760
Berlin,Menschen,738
Land,Zeit,702
Land,Türkei,702
Deutschland,Türkei,669
Deutschland,Zeit,661
Menschen,Politik,645
Menschen,zusammen,644
Land,Welt,601
Euro,Menschen,599
Menschen,neuen,599
Menschen,neue,598
Deutschland,Welt,579
Ende,deutschen,576
Berlin,Land,561
Berlin,Deutschland,536
Türkei,deutschen,501
Zeit,deutschen,501
Land,Politik,491
Land,zusammen,490
Deutschland,Politik,466
Deutschland,zusammen,465
Ende,Zeit,464
Länder,Menschen,462
Europa,Menschen,461
Ende,Türkei,460
Euro,Land,457
Land,neue,457
Land,neuen,457
Deutschland,neue,439
Deutschland,Euro,437
Deutschland,neuen,432
Welt,deutschen,429
Entwicklung,Menschen,414
Berlin,deutschen,403
Türkei,Zeit,400
Ende,Welt,393
Menschen,deutsche,368
Menschen,Zukunft,368
Berlin,Ende,368
Deutschland,Europa,361
Europa,Land,352
Politik,deutschen,351
deutschen,zusammen,350
Land,Länder,350
Welt,Zeit,340
Türkei,Welt,340
Deutschland,Länder,338
deutschen,neuen,330
Euro,deutschen,328
deutschen,neue,326
Menschen,Regierung,323
Ende,Politik,323
Menschen,Wohnungen,322
Ende,zusammen,322
Berlin,Zeit,321
Berlin,Türkei,320
Entwicklung,Land,316
Deutschland,Entwicklung,307
Ende,neue,306
Ende,Euro,300
Ende,neuen,300
Land,Zukunft,282
Land,deutsche,280
Politik,Zeit,280
Politik,Türkei,280
Zeit,zusammen,280
Türkei,zusammen,280
China,Menschen,276
Bereich,Menschen,276
Berlin,Welt,274
Deutschland,deutsche,270
Deutschland,Zukunft,268
China,Deutschland,267
Zeit,neuen,264
Türkei,neuen,264
Zeit,neue,263
Euro,Türkei,262
Euro,Zeit,261
Türkei,neue,260
Europa,deutschen,252
Länder,deutschen,251
Land,Regierung,245
Land,Wohnungen,245
Welt,zusammen,240
Politik,Welt,238
Welt,neue,235
Deutschland,Regierung,233
Ende,Europa,233
Welt,neuen,231
Ende,Länder,231
Menschen,Wirtschaft,231
Deutschland,Wohnungen,231
Menschen,Merkel,230
Entwicklung,deutschen,227
Berlin,Politik,226
Berlin,zusammen,224
Euro,Welt,223
China,Land,222
Europa,Türkei,217
Berlin,neue,211
Bereich,Land,210
Berlin,neuen,210
Berlin,Euro,209
Ende,Entwicklung,207
Europa,Zeit,205
deutsche,deutschen,204
Länder,Zeit,202
Länder,Türkei,202
Zukunft,deutschen,200
Bereich,Deutschland,199
Politik,zusammen,196
Politik,neuen,191
Euro,Politik,184
Höhe,Menschen,184
Ende,deutsche,184
Ende,Zukunft,184
Politik,neue,184
neue,zusammen,182
Euro,zusammen,182
neuen,zusammen,182
Entwicklung,Türkei,182
Entwicklung,Zeit,180
Europa,Welt,179
China,deutschen,177
Regierung,deutschen,177
Länder,Welt,176
Land,Wirtschaft,176
Wohnungen,deutschen,175
Land,Merkel,175
Deutschland,Merkel,173
neue,neuen,171
Euro,neuen,171
Euro,neue,169
Deutschland,Wirtschaft,168
Ende,Wohnungen,166
Berlin,Europa,164
Türkei,Zukunft,164
Zeit,deutsche,163
Türkei,deutsche,162
Zeit,Zukunft,161
Ende,Regierung,161
Berlin,Länder,160
Entwicklung,Welt,157
Bereich,deutschen,151
Berlin,Entwicklung,145
Europa,Politik,142
Welt,deutsche,141
Wohnungen,Zeit,141
Regierung,Zeit,141
China,Ende,140
Europa,zusammen,140
Deutschland,Höhe,140
Höhe,Land,140
Länder,Politik,140
Länder,zusammen,140
Regierung,Türkei,140
Türkei,Wohnungen,140
Europa,neuen,139
Menschen,Präsident,139
Menschen,Schicksalsgemeinschaft,138
Bereich,Ende,138
Welt,Zukunft,137
Wirtschaft,deutschen,135
Europa,neue,135
Euro,Europa,134
Euro,Länder,132
Länder,neue,132
Berlin,Zukunft,130
Länder,neuen,130
Berlin,deutsche,129
Entwicklung,Politik,128
Merkel,deutschen,128
China,Zeit,127
Entwicklung,zusammen,126
Bereich,Türkei,124
China,Welt,123
China,Türkei,122
Entwicklung,neue,120
Bereich,Zeit,120
Entwicklung,neuen,120
Regierung,Welt,119
Welt,Wohnungen,119
Entwicklung,Euro,119
Ende,Merkel,116
Ende,Wirtschaft,115
Berlin,Regierung,115
Politik,Zukunft,114
Politik,deutsche,113
Berlin,Wohnungen,113
deutsche,zusammen,112
Zukunft,zusammen,112
TEUR,Verbindlichkeiten,108
Euro,deutsche,107
Europa,Länder,107
Land,Präsident,107
deutsche,neue,107
Zukunft,neue,105
Deutschland,Schicksalsgemeinschaft,105
Deutschland,Präsident,105
Land,Schicksalsgemeinschaft,105
deutsche,neuen,104
Euro,Zukunft,104
Zukunft,neuen,104
Wirtschaft,Zeit,103
Berlin,China,102
Höhe,deutschen,102
Bereich,Welt,102
Türkei,Wirtschaft,101
Merkel,Zeit,100
Merkel,Türkei,100
Politik,Regierung,99
Politik,Wohnungen,98
Regierung,zusammen,98
Wohnungen,zusammen,98
China,Europa,96
Regierung,neue,96
Bereich,Berlin,96
Entwicklung,Länder,96
Entwicklung,Europa,95
Regierung,neuen,95
Menschen,Zusammenarbeit,92
Kunden,Menschen,92
Ende,Höhe,92
Wohnungen,neue,91
Euro,Regierung,91
Euro,Wohnungen,91
Wohnungen,neuen,91
China,zusammen,89
Merkel,Welt,89
China,neue,88
China,neuen,88
Berlin,Merkel,87
China,Euro,86
China,Politik,86
Bereich,Politik,86
Höhe,Türkei,86
Welt,Wirtschaft,85
Europa,deutsche,84
Bereich,zusammen,84
Berlin,Wirtschaft,83
Europa,Zukunft,83
Höhe,Zeit,80
Länder,deutsche,80
Länder,Zukunft,80
Bereich,neuen,80
Bereich,Euro,79
Bereich,neue,78
Höhe,TEUR,78
China,Länder,75
Deutschland,Zusammenarbeit,75
Schicksalsgemeinschaft,deutschen,75
Präsident,deutschen,75
Politik,Wirtschaft,74
Entwicklung,Zukunft,74
Europa,Regierung,74
Deutschland,Kunden,74
Merkel,zusammen,74
Entwicklung,deutsche,73
Wirtschaft,zusammen,72
Land,Zusammenarbeit,71
China,deutsche,71
Ende,Präsident,70
Ende,Schicksalsgemeinschaft,70
Europa,Wohnungen,70
Kunden,Land,70
Merkel,Politik,70
Länder,Regierung,70
Länder,Wohnungen,70
China,Entwicklung,70
Merkel,neuen,69
Wirtschaft,neuen,69
Höhe,Welt,68
Kunden,Verbindlichkeiten,68
Euro,Merkel,67
Euro,Wirtschaft,66
Merkel,neue,65
Wirtschaft,neue,65
Zukunft,deutsche,64
Berlin,Höhe,64
Entwicklung,Regierung,63
Entwicklung,Wohnungen,63
Geschäftsjahr,Verbindlichkeiten,62
Präsident,Zeit,62
Schicksalsgemeinschaft,Türkei,62
Bereich,Europa,61
Wirtschaft,deutsche,61
Europa,Merkel,60
Schicksalsgemeinschaft,Zeit,60
Regierung,deutsche,60
Bereich,Länder,60
Präsident,Türkei,60
Kunden,TEUR,60
Wohnungen,Zukunft,59
Euro,Höhe,56
Höhe,Politik,56
Höhe,zusammen,56
Wohnungen,deutsche,56
Regierung,Zukunft,56
Unternehmen,Verbindlichkeiten,55
Präsident,Welt,55
China,Zukunft,55
Schicksalsgemeinschaft,Welt,55
Bereich,Entwicklung,54
Europa,Wirtschaft,53
Berlin,Präsident,53
Länder,Merkel,53
Höhe,neue,52
Berlin,Schicksalsgemeinschaft,52
Höhe,neuen,52
Zusammenarbeit,deutschen,50
Kunden,deutschen,50
Länder,Wirtschaft,50
Menschen,Staaten,49
Bereich,deutsche,49
Regierung,Wohnungen,49
Entwicklung,Wirtschaft,49
Menschen,Wachstum,48
Bereich,Zukunft,48
Deutschland,TEUR,48
China,USA,47
Europa,Schicksalsgemeinschaft,47
Menschen,Unternehmen,47
Merkel,deutsche,46
Ende,Zusammenarbeit,46
Ende,Kunden,46
Bereich,Wohnungen,45
Entwicklung,Merkel,45
China,Regierung,45
China,Merkel,44
Politik,Präsident,44
Kunden,Türkei,44
Präsident,neuen,44
Deutschland,Unternehmen,43
Schicksalsgemeinschaft,zusammen,43
Präsident,zusammen,43
Wirtschaft,Zukunft,42
Politik,Schicksalsgemeinschaft,42
Präsident,neue,42
Türkei,Zusammenarbeit,42
Bereich,Regierung,42
China,Wohnungen,42
Höhe,Länder,41
Schicksalsgemeinschaft,neue,41
Merkel,Zukunft,41
Welt,Zusammenarbeit,41
China,Wirtschaft,40
Euro,Schicksalsgemeinschaft,40
Europa,Höhe,40
Zeit,Zusammenarbeit,40
Kunden,Zeit,40
Schicksalsgemeinschaft,neuen,40
Euro,Präsident,39
Unternehmen,deutschen,38
Zusammenarbeit,neue,38
Merkel,Regierung,38
Deutschland,Wachstum,38
Land,Unternehmen,38
Bereich,China,38
Land,Staaten,37
Land,Wachstum,36
Regierung,Wirtschaft,36
Entwicklung,Höhe,36
Merkel,Wohnungen,35
Wirtschaft,Wohnungen,35
Länder,Schicksalsgemeinschaft,34
Berlin,Zusammenarbeit,34
Kunden,Welt,34
Europa,USA,33
Deutschland,Staaten,33
Berlin,Kunden,33
Höhe,deutsche,32
Höhe,Zukunft,32
Europa,Präsident,31
Länder,Präsident,31
Entwicklung,Schicksalsgemeinschaft,31
Bereich,Merkel,30
Türkei,Unternehmen,30
Bereich,Wirtschaft,30
Kunden,zusammen,29
Merkel,Wirtschaft,28
Staaten,deutschen,28
Politik,Zusammenarbeit,28
Kunden,Politik,28
Zusammenarbeit,zusammen,28
Länder,Zusammenarbeit,28
Höhe,Regierung,28
Schicksalsgemeinschaft,Zukunft,28
Höhe,Wohnungen,28
China,Schicksalsgemeinschaft,27
Euro,Kunden,27
Kunden,neuen,27
Entwicklung,Präsident,27
Unternehmen,deutsche,26
Wachstum,deutschen,26
Europa,Zusammenarbeit,26
Kunden,neue,26
Euro,Zusammenarbeit,26
Zusammenarbeit,neuen,26
Präsident,deutsche,25
China,Unternehmen,25
Schicksalsgemeinschaft,deutsche,25
Präsident,Regierung,25
Präsident,Zukunft,25
Merkel,Schicksalsgemeinschaft,24
Ende,Wachstum,24
Ende,Staaten,24
Ende,Unternehmen,24
China,Höhe,24
Bereich,Höhe,24
China,Präsident,23
Entwicklung,Zusammenarbeit,23
Europa,Kunden,23
EU,USA,22
Geschäftsjahr,Unternehmen,22
Staaten,Zeit,22
China,Zusammenarbeit,22
Regierung,Schicksalsgemeinschaft,22
China,EU,21
China,Peking,21
Unternehmen,Welt,21
Unternehmen,neue,21
Europa,Unternehmen,21
Unternehmen,Zeit,21
Schicksalsgemeinschaft,Wohnungen,21
Präsident,Wohnungen,21
Wachstum,Zeit,20
Höhe,Merkel,20
Wachstum,Welt,20
Kunden,Länder,20
Türkei,Wachstum,20
Staaten,Türkei,20
Höhe,Wirtschaft,20
Geschäftsjahr,TEUR,20
Wirtschaft,chinesische,19
Euro,Unternehmen,19
China,Investitionen,18
China,Staaten,18
Kunden,Zukunft,18
Bereich,Schicksalsgemeinschaft,18
Bereich,Präsident,18
Entwicklung,Kunden,18
Geschäftsjahr,İşbank,18
Türkei,İşbank,18
Risiken,İşbank,18
Präsident,Xi,18
Merkel,Präsident,17
Präsident,Wirtschaft,17
Geschäftsjahr,Höhe,17
Staaten,Welt,17
Trump,Xi,17
Unternehmen,neuen,16
EU,Europa,16
Staaten,zusammen,16
Unternehmen,zusammen,16
Zusammenarbeit,deutsche,16
Kunden,deutsche,16
Berlin,Wachstum,16
Berlin,Staaten,16
Berlin,Unternehmen,16
Regierung,Zusammenarbeit,16
Zukunft,Zusammenarbeit,16
Länder,Staaten,15
Peking,USA,15
Politik,Staaten,15
Wachstum,neue,15
Staaten,neue,15
Schicksalsgemeinschaft,Wirtschaft,15
Präsident,USA,15
Deutschland,EU,15
China,Trump,15
China,Wachstum,14
Euro,Staaten,14
Deutschland,USA,14
Höhe,Verbindlichkeiten,14
Li,Merkel,14
Merkel,Zusammenarbeit,14
Politik,Wachstum,14
Politik,Unternehmen,14
Wachstum,zusammen,14
Kunden,Regierung,14
Wachstum,neuen,14
Wohnungen,Zusammenarbeit,14
Kunden,Wohnungen,14
China,Xi,14
Trump,USA,14
Bank,Türkei,14
Europa,İşbank,14
Kunden,İşbank,14
EU,Türkei,14
Deutschland,chinesische,14
Merkel,Xi,13
Europa,Staaten,13
China,Kunden,13
Euro,Wachstum,13
Bereich,Zusammenarbeit,13
Bereich,Unternehmen,13
Staaten,neuen,13
Europa,Wachstum,12
Entwicklung,Unternehmen,12
Berlin,Li,12
Höhe,Schicksalsgemeinschaft,12
Bereich,Kunden,12
Höhe,Präsident,12
EUR,Kunden,12
TEUR,Unternehmen,12
Bank,İşbank,12
EUR,TEUR,12
Xi,chinesische,12
Unternehmen,Wirtschaft,11
China,Li,11
Kunden,Merkel,11
USA,deutsche,11
Länder,Wachstum,11
Entwicklung,Wachstum,11
Höhe,Kunden,11
Präsident,Trump,11
Xi,neuen,11
Deutschland,Peking,11
Wachstum,Wirtschaft,10
USA,neue,10
China,chinesischen,10
Entwicklung,Risiken,10
Schicksalsgemeinschaft,Zusammenarbeit,10
Wachstum,deutsche,10
Länder,Unternehmen,10
Wirtschaft,Zusammenarbeit,10
Kunden,Wirtschaft,10
Entwicklung,Staaten,10
Kunden,Unternehmen,10
Bank,Kunden,10
Deutschland,İşbank,10
Trump,neuen,10
Europa,Xi,10
Risiken,Wirtschaft,9
EU,Merkel,9
USA,deutschen,9
Präsident,chinesische,9
Unternehmen,Wohnungen,9
Bereich,Geschäftsjahr,9
Staaten,Zukunft,9
Unternehmen,chinesische,9
Peking,Xi,9
Staaten,deutsche,9
Regierung,Unternehmen,9
Präsident,Schicksalsgemeinschaft,9
EU,Peking,9
Bank,China,9
Schicksalsgemeinschaft,Xi,9
chinesische,chinesischen,9
Entwicklung,chinesische,9
USA,Welt,8
EU,Schicksalsgemeinschaft,8
Deutschland,Li,8
Merkel,Staaten,8
Wachstum,Zukunft,8
Unternehmen,Zukunft,8
Höhe,Zusammenarbeit,8
Bank,TEUR,8
Unternehmen,İşbank,8
Bank,Entwicklung,8
Land,TEUR,8
EU,İşbank,8
Wirtschaft,chinesischen,8
chinesische,neuen,8
Trump,Welt,8
Europa,Peking,8
Entwicklung,USA,7
Peking,Regierung,7
Li,Schicksalsgemeinschaft,7
EU,Zusammenarbeit,7
Regierung,chinesische,7
Regierung,Wachstum,7
Regierung,Staaten,7
Präsident,Zusammenarbeit,7
Wachstum,Wohnungen,7
Staaten,Wohnungen,7
Deutschland,Investitionen,7
Merkel,USA,7
USA,Xi,7
USA,Wirtschaft,6
China,chinesische,6
Peking,chinesischen,6
Höhe,Unternehmen,6
Geschäftsjahr,Wohnungen,6
Li,chinesische,6
Berlin,Peking,6
Merkel,chinesische,6
EU,Staaten,6
Regierung,chinesischen,6
Kunden,Schicksalsgemeinschaft,6
Bereich,Wachstum,6
Bereich,Staaten,6
Staaten,Wirtschaft,6
Kunden,Präsident,6
Bank,Geschäftsjahr,6
Bank,Europa,6
Bank,Deutschland,6
EUR,Höhe,6
EUR,Geschäftsjahr,6
EUR,Verbindlichkeiten,6
EUR,İşbank,6
Bank,Bereich,6
Zukunft,İşbank,6
Bank,Länder,6
EU,Zukunft,6
Politik,Trump,6
Trump,Unternehmen,6
EU,Welt,6
Peking,neuen,6
Deutschland,Xi,6
EU,Länder,6
